Company Name,Stock Volatility today as a percent of company average stock today,StockURL
Asia Pacific Wire & Cable Corporation Limited,2.0202020202020132,https://www.nasdaq.com/symbol/apwc
ANGI Homeservices Inc.,2.018886356235757,https://www.nasdaq.com/symbol/angi
"FLIR Systems, Inc.",2.0154334997730357,https://www.nasdaq.com/symbol/flir
"TTEC Holdings, Inc.",2.0131898646303403,https://www.nasdaq.com/symbol/ttec
IAC/InterActiveCorp,2.0119173243521598,https://www.nasdaq.com/symbol/iac
"American Railcar Industries, Inc.",2.0079835490504374,https://www.nasdaq.com/symbol/arii
Clarus Corporation,2.0068691494376725,https://www.nasdaq.com/symbol/clar
"Medical Transcription Billing, Corp.",2.003193496879081,https://www.nasdaq.com/symbol/mtbc
"Henry Schein, Inc.",1.998287182415081,https://www.nasdaq.com/symbol/hsic
DBV Technologies S.A.,1.9945602901178658,https://www.nasdaq.com/symbol/dbvt
"MMA Capital Management, LLC",1.9945602901178627,https://www.nasdaq.com/symbol/mmac
"KemPharm, Inc.",1.9938780388135384,https://www.nasdaq.com/symbol/kmph
NICE Ltd,1.9910681056940833,https://www.nasdaq.com/symbol/nice
"ACI Worldwide, Inc.",1.9898477157360488,https://www.nasdaq.com/symbol/aciw
LKQ Corporation,1.9881950916433584,https://www.nasdaq.com/symbol/lkq
Acxiom Corporation,1.9849011790652331,https://www.nasdaq.com/symbol/acxm
"Red Rock Resorts, Inc.",1.983002832861178,https://www.nasdaq.com/symbol/rrr
"American National Bankshares, Inc.",1.982667248581569,https://www.nasdaq.com/symbol/amnb
"MGP Ingredients, Inc.",1.982665835835269,https://www.nasdaq.com/symbol/mgpi
Pool Corporation,1.980955055418287,https://www.nasdaq.com/symbol/pool
"Peak Resorts, Inc.",1.9801980198019733,https://www.nasdaq.com/symbol/skis
Oxbridge Re Holdings Limited,1.9801980198019682,https://www.nasdaq.com/symbol/oxbrw
Cambridge Bancorp,1.9797418857759108,https://www.nasdaq.com/symbol/catc
"Electronics for Imaging, Inc.",1.9796215429403197,https://www.nasdaq.com/symbol/efii
"Alexion Pharmaceuticals, Inc.",1.9757220594390956,https://www.nasdaq.com/symbol/alxn
"Verisk Analytics, Inc.",1.9749282162616515,https://www.nasdaq.com/symbol/vrsk
"Ambarella, Inc.",1.9737511445721965,https://www.nasdaq.com/symbol/amba
Elbit Systems Ltd.,1.9732598668080068,https://www.nasdaq.com/symbol/eslt
Fidus Investment Corporation,1.973164956590371,https://www.nasdaq.com/symbol/fdusl
"Rush Enterprises, Inc.",1.9729295710025383,https://www.nasdaq.com/symbol/rusha
"Nexeo Solutions, Inc.",1.9719771665801897,https://www.nasdaq.com/symbol/nxeo
"Interface, Inc.",1.971522453450161,https://www.nasdaq.com/symbol/tile
"Xilinx, Inc.",1.9713025242740407,https://www.nasdaq.com/symbol/xlnx
J & J Snack Foods Corp.,1.9706136560069303,https://www.nasdaq.com/symbol/jjsf
"U S Concrete, Inc.",1.9704433497536995,https://www.nasdaq.com/symbol/uscr
WisdomTree Middle East Dividend Fund,1.9678922837907766,https://www.nasdaq.com/symbol/gulf
"Deswell Industries, Inc.",1.9672131147541003,https://www.nasdaq.com/symbol/dswl
"G. Willi-Food International,  Ltd.",1.9662921348314686,https://www.nasdaq.com/symbol/wilc
"United Fire Group, Inc",1.9649251675695534,https://www.nasdaq.com/symbol/ufcs
"Consolidated Communications Holdings, Inc.",1.9629225736095939,https://www.nasdaq.com/symbol/cnsl
Citizens & Northern Corp,1.9626707715989917,https://www.nasdaq.com/symbol/cznc
Sanmina Corporation,1.9616204690831653,https://www.nasdaq.com/symbol/sanm
Kamada Ltd.,1.960784313725501,https://www.nasdaq.com/symbol/kmda
City Holding Company,1.9598816178888454,https://www.nasdaq.com/symbol/chco
The Community Financial Corporation,1.959716929776807,https://www.nasdaq.com/symbol/tcfc
"SmartFinancial, Inc.",1.9583843329253385,https://www.nasdaq.com/symbol/smbk
"Meta Financial Group, Inc.",1.957798564281053,https://www.nasdaq.com/symbol/cash
The Descartes Systems Group Inc.,1.9575856443719346,https://www.nasdaq.com/symbol/dsgx
PDL Community Bancorp,1.9564531397917357,https://www.nasdaq.com/symbol/pdlb
"NETGEAR, Inc.",1.9543973941368125,https://www.nasdaq.com/symbol/ntgr
Capital Product Partners L.P.,1.9543973941368094,https://www.nasdaq.com/symbol/cplp
Evogene Ltd.,1.9543973941368094,https://www.nasdaq.com/symbol/evgn
Viavi Solutions Inc.,1.9517205957883876,https://www.nasdaq.com/symbol/viav
"ServisFirst Bancshares, Inc.",1.9516728624535395,https://www.nasdaq.com/symbol/sfbs
NVE Corporation,1.9494627411314875,https://www.nasdaq.com/symbol/nvec
"American Software, Inc.",1.9490254872563704,https://www.nasdaq.com/symbol/amswa
Frontier Communications Corporation,1.9477989871445265,https://www.nasdaq.com/symbol/ftrpr
"United States Lime & Minerals, Inc.",1.9429265330904781,https://www.nasdaq.com/symbol/uslm
"Pioneer Power Solutions, Inc.",1.9417475728155442,https://www.nasdaq.com/symbol/ppsi
First Trust China AlphaDEX Fund,1.9360658735732672,https://www.nasdaq.com/symbol/fca
"Coherent, Inc.",1.9359105392893639,https://www.nasdaq.com/symbol/cohr
"Lakeland Bancorp, Inc.",1.9323671497584474,https://www.nasdaq.com/symbol/lbai
"Eldorado Resorts, Inc.",1.9289060347203086,https://www.nasdaq.com/symbol/eri
"Cracker Barrel Old Country Store, Inc.",1.9286403085824495,https://www.nasdaq.com/symbol/cbrl
"America Movil, S.A.B. de C.V.",1.9272121190628921,https://www.nasdaq.com/symbol/amov
Hamilton Lane Incorporated,1.9256651827311309,https://www.nasdaq.com/symbol/hlne
Liberty Media Corporation,1.9245323818791233,https://www.nasdaq.com/symbol/lsxmk
Pattern Energy Group Inc.,1.9186596405891119,https://www.nasdaq.com/symbol/pegi
"Columbia Banking System, Inc.",1.9157530294287486,https://www.nasdaq.com/symbol/colb
Sun Hydraulics Corporation,1.9149675050850892,https://www.nasdaq.com/symbol/snhy
"Medidata Solutions, Inc.",1.9134511816511504,https://www.nasdaq.com/symbol/mdso
Industrial Logistics Properties Trust,1.9109764623630863,https://www.nasdaq.com/symbol/ilpt
Celgene Corporation,1.9109386028605735,https://www.nasdaq.com/symbol/celg
"Rocky Mountain Chocolate Factory, Inc.",1.906491148433945,https://www.nasdaq.com/symbol/rmcf
"Sandy Spring Bancorp, Inc.",1.9047619047619102,https://www.nasdaq.com/symbol/sasr
"Gibraltar Industries, Inc.",1.9047619047619049,https://www.nasdaq.com/symbol/rock
"B. Riley Financial, Inc.",1.904761904761898,https://www.nasdaq.com/symbol/rily
"Workhorse Group, Inc.",1.903880988168202,https://www.nasdaq.com/symbol/wkhs
Liberty Media Corporation,1.9035258490157958,https://www.nasdaq.com/symbol/lsxma
"CEVA, Inc.",1.8991964937910846,https://www.nasdaq.com/symbol/ceva
eBay Inc.,1.8964071470038042,https://www.nasdaq.com/symbol/ebay
BioMarin Pharmaceutical Inc.,1.8926754553908318,https://www.nasdaq.com/symbol/bmrn
"Utah Medical Products, Inc.",1.8919889833552812,https://www.nasdaq.com/symbol/utmd
"Selective Insurance Group, Inc.",1.8916595012897701,https://www.nasdaq.com/symbol/sigi
"Hollysys Automation Technologies, Ltd.",1.8906699547883161,https://www.nasdaq.com/symbol/holi
"PRA Group, Inc.",1.890359168241966,https://www.nasdaq.com/symbol/praa
"Ingles Markets, Incorporated",1.8884120171673722,https://www.nasdaq.com/symbol/imkta
Credit Suisse AG,1.8857459789240145,https://www.nasdaq.com/symbol/tviz
Nuveen NASDAQ 100 Dynamic Overwrite Fund,1.8826937002172326,https://www.nasdaq.com/symbol/qqqx
"Brookline Bancorp, Inc.",1.8791946308724907,https://www.nasdaq.com/symbol/brkl
WSFS Financial Corporation,1.8779342723004695,https://www.nasdaq.com/symbol/wsfs
Verint Systems Inc.,1.8779342723004626,https://www.nasdaq.com/symbol/vrnt
"El Pollo Loco Holdings, Inc.",1.8779342723004626,https://www.nasdaq.com/symbol/loco
"United Community Banks, Inc.",1.8770814411141523,https://www.nasdaq.com/symbol/ucbi
"Northfield Bancorp, Inc.",1.8759455370650453,https://www.nasdaq.com/symbol/nfbk
CECO Environmental Corp.,1.8755328218243872,https://www.nasdaq.com/symbol/cece
The Madison Square Garden Company,1.8751775736338623,https://www.nasdaq.com/symbol/msg
"Papa John&#39;s International, Inc.",1.8750000000000018,https://www.nasdaq.com/symbol/pzza
"Atlantic Capital Bancshares, Inc.",1.8735362997658176,https://www.nasdaq.com/symbol/acbi
"Diamond Hill Investment Group, Inc.",1.8735314536107752,https://www.nasdaq.com/symbol/dhil
LPL Financial Holdings Inc.,1.8729001358209854,https://www.nasdaq.com/symbol/lpla
Carolina Financial Corporation,1.8708240534521234,https://www.nasdaq.com/symbol/caro
"Del Taco Restaurants, Inc.",1.8706791378609224,https://www.nasdaq.com/symbol/taco
Mattersight Corporation,1.8691588785046829,https://www.nasdaq.com/symbol/matr
"CoStar Group, Inc.",1.868919282683646,https://www.nasdaq.com/symbol/csgp
PCSB Financial Corporation,1.8673218673218621,https://www.nasdaq.com/symbol/pcsb
"Civista Bancshares, Inc. ",1.8668214907775358,https://www.nasdaq.com/symbol/civb
UMB Financial Corporation,1.8653116356853268,https://www.nasdaq.com/symbol/umbf
"NuVasive, Inc.",1.8619458781534963,https://www.nasdaq.com/symbol/nuva
TransAct Technologies Incorporated,1.860465116279063,https://www.nasdaq.com/symbol/tact
Ameris Bancorp,1.8575851393188805,https://www.nasdaq.com/symbol/abcb
The Bank of Princeton,1.8558350422822552,https://www.nasdaq.com/symbol/bprn
Opus Bank,1.8534119629317634,https://www.nasdaq.com/symbol/opb
"Peoples Bancorp of North Carolina, Inc.",1.8504845839680781,https://www.nasdaq.com/symbol/pebk
The York Water Company,1.848998459167955,https://www.nasdaq.com/symbol/yorw
"Ebix, Inc.",1.848184818481856,https://www.nasdaq.com/symbol/ebix
"Axcelis Technologies, Inc.",1.8475750577367305,https://www.nasdaq.com/symbol/acls
LivaNova PLC,1.8471872376154397,https://www.nasdaq.com/symbol/livn
Cumberland Pharmaceuticals Inc.,1.8471872376154397,https://www.nasdaq.com/symbol/cpix
Wendy&#39;s Company (The),1.8461538461538287,https://www.nasdaq.com/symbol/wen
"PRA Health Sciences, Inc.",1.8458644406560545,https://www.nasdaq.com/symbol/prah
ACNB Corporation,1.845852020580741,https://www.nasdaq.com/symbol/acnb
Psychemedics Corporation,1.8407518269424619,https://www.nasdaq.com/symbol/pmd
"Tesla, Inc. ",1.8401884741826815,https://www.nasdaq.com/symbol/tsla
IBERIABANK Corporation,1.839977697240024,https://www.nasdaq.com/symbol/ibkco
Sterling Construction Company Inc,1.8390804597701162,https://www.nasdaq.com/symbol/strl
Bank of Marin Bancorp,1.8388655134798297,https://www.nasdaq.com/symbol/bmrc
Flushing Financial Corporation,1.8382352941176472,https://www.nasdaq.com/symbol/ffic
"Boingo Wireless, Inc.",1.8381528805200633,https://www.nasdaq.com/symbol/wifi
"Cohu, Inc.",1.835610850499691,https://www.nasdaq.com/symbol/cohu
Riverview Bancorp Inc,1.8348623853211024,https://www.nasdaq.com/symbol/rvsb
"Cavium, Inc.",1.8337769890564886,https://www.nasdaq.com/symbol/cavm
Motif Bio plc,1.8309100700053844,https://www.nasdaq.com/symbol/mtfb
"Olympic Steel, Inc.",1.8262900828201454,https://www.nasdaq.com/symbol/zeus
Radware Ltd.,1.8255147527064304,https://www.nasdaq.com/symbol/rdwr
Ferroglobe PLC,1.8242918867018676,https://www.nasdaq.com/symbol/gsm
"Independent Bank Group, Inc",1.8241042345276948,https://www.nasdaq.com/symbol/ibtx
"Washington Federal, Inc.",1.8237082066869341,https://www.nasdaq.com/symbol/wafd
Houston Wire & Cable Company,1.8237082066869341,https://www.nasdaq.com/symbol/hwcc
iShares MSCI Qatar ETF,1.8212862834376793,https://www.nasdaq.com/symbol/qat
Golar LNG Partners LP,1.8196120938076952,https://www.nasdaq.com/symbol/gmlpp
"Stericycle, Inc.",1.8184668443329732,https://www.nasdaq.com/symbol/srcl
Zealand Pharma A/S,1.8170019467878076,https://www.nasdaq.com/symbol/zeal
"Kimball Electronics, Inc.",1.8158236057068633,https://www.nasdaq.com/symbol/ke
"First Guaranty Bancshares, Inc.",1.8148820326678767,https://www.nasdaq.com/symbol/fgbi
"Illumina, Inc.",1.812256008022636,https://www.nasdaq.com/symbol/ilmn
"Astec Industries, Inc.",1.8114555427988344,https://www.nasdaq.com/symbol/aste
Kewaunee Scientific Corporation,1.8108515346084324,https://www.nasdaq.com/symbol/kequ
Ryanair Holdings plc,1.81081675162502,https://www.nasdaq.com/symbol/ryaay
Jazz Pharmaceuticals plc,1.8104304152309723,https://www.nasdaq.com/symbol/jazz
First Bank,1.8083182640144666,https://www.nasdaq.com/symbol/frba
Penn Virginia Corporation,1.8078153247114408,https://www.nasdaq.com/symbol/pvac
Sierra Bancorp,1.8061827023271957,https://www.nasdaq.com/symbol/bsrr
Biogen Inc.,1.802133444886004,https://www.nasdaq.com/symbol/biib
ICON plc,1.8020793222949578,https://www.nasdaq.com/symbol/iclr
180 Degree Capital Corp.,1.8009864699760194,https://www.nasdaq.com/symbol/turn
"LogMein, Inc.",1.7959935528436592,https://www.nasdaq.com/symbol/logm
Texas Instruments Incorporated,1.794616151545358,https://www.nasdaq.com/symbol/txn
"Chimerix, Inc.",1.7941952506596297,https://www.nasdaq.com/symbol/cmrx
Preformed Line Products Company,1.793835270338557,https://www.nasdaq.com/symbol/plpc
Mimecast Limited,1.793721973094164,https://www.nasdaq.com/symbol/mime
"Griffin Industrial Realty, Inc.",1.7931858936043037,https://www.nasdaq.com/symbol/grif
Ames National Corporation,1.7900732302685134,https://www.nasdaq.com/symbol/atlo
NXP Semiconductors N.V.,1.7859571188976138,https://www.nasdaq.com/symbol/nxpi
"Jack Henry & Associates, Inc.",1.7843689281890638,https://www.nasdaq.com/symbol/jkhy
Landmark Infrastructure Partners LP,1.7824410593515023,https://www.nasdaq.com/symbol/lmrko
NBT Bancorp Inc.,1.7817947062620985,https://www.nasdaq.com/symbol/nbtb
Central Valley Community Bancorp,1.780761262821724,https://www.nasdaq.com/symbol/cvcy
"Bassett Furniture Industries, Incorporated",1.779359430604982,https://www.nasdaq.com/symbol/bset
Westamerica Bancorporation,1.77929854576561,https://www.nasdaq.com/symbol/wabc
AdvisorShares Vice ETF,1.7776022121271946,https://www.nasdaq.com/symbol/act
TiVo Corporation,1.7761989342806397,https://www.nasdaq.com/symbol/tivo
Ribbon Communications Inc. ,1.7756255044390687,https://www.nasdaq.com/symbol/rbbn
Yintech Investment Holdings Limited,1.7738359201773852,https://www.nasdaq.com/symbol/yin
"KVH Industries, Inc.",1.7699115044247882,https://www.nasdaq.com/symbol/kvhi
Iridium Communications Inc,1.76991150442476,https://www.nasdaq.com/symbol/irdmb
LCNB Corporation,1.7610062893081833,https://www.nasdaq.com/symbol/lcnb
"Fortinet, Inc.",1.7549297520894034,https://www.nasdaq.com/symbol/ftnt
CME Group Inc.,1.7514792899408165,https://www.nasdaq.com/symbol/cme
PacWest Bancorp,1.7509906921021026,https://www.nasdaq.com/symbol/pacw
SSR Mining Inc.,1.7475728155339778,https://www.nasdaq.com/symbol/ssrm
Visteon Corporation,1.746106654082113,https://www.nasdaq.com/symbol/vc
"Cogent Communications Holdings, Inc.",1.7458777885547985,https://www.nasdaq.com/symbol/ccoi
"Everbridge, Inc.",1.7432476057247286,https://www.nasdaq.com/symbol/evbg
American National Insurance Company,1.742913962825035,https://www.nasdaq.com/symbol/anat
"Farmers & Merchants Bancorp, Inc.",1.742867374955227,https://www.nasdaq.com/symbol/fmao
"Manhattan Associates, Inc.",1.7399267399267517,https://www.nasdaq.com/symbol/manh
"support.com, Inc.",1.7391304347826024,https://www.nasdaq.com/symbol/sprt
"Beasley Broadcast Group, Inc.",1.7391304347826024,https://www.nasdaq.com/symbol/bbgi
HMS Holdings Corp,1.737540009144943,https://www.nasdaq.com/symbol/hmsy
Xplore Technologies Corp,1.7336485421591854,https://www.nasdaq.com/symbol/xplr
"Cornerstone OnDemand, Inc.",1.7336485421591854,https://www.nasdaq.com/symbol/csod
"AMERISAFE, Inc.",1.7333883615352936,https://www.nasdaq.com/symbol/amsf
MicroStrategy Incorporated,1.7329959358944795,https://www.nasdaq.com/symbol/mstr
"Eastside Distilling, Inc.",1.7271157167530224,https://www.nasdaq.com/symbol/east
SLM Corporation,1.725625539257975,https://www.nasdaq.com/symbol/slm
"Unity Bancorp, Inc.",1.7241379310344769,https://www.nasdaq.com/symbol/unty
State Auto Financial Corporation,1.7207356539584866,https://www.nasdaq.com/symbol/stfc
"Maiden Holdings, Ltd.",1.7191977077363936,https://www.nasdaq.com/symbol/mhld
"C.H. Robinson Worldwide, Inc.",1.7189367636177253,https://www.nasdaq.com/symbol/chrw
"Merit Medical Systems, Inc.",1.717557251908394,https://www.nasdaq.com/symbol/mmsi
"Fiserv, Inc.",1.7167962149374736,https://www.nasdaq.com/symbol/fisv
"Amkor Technology, Inc.",1.716738197424894,https://www.nasdaq.com/symbol/amkr
Infinity Property and Casualty Corporation,1.7158544955387784,https://www.nasdaq.com/symbol/ipcc
Green Plains Partners LP,1.714285714285698,https://www.nasdaq.com/symbol/gpp
"Innophos Holdings, Inc.",1.7122227952552824,https://www.nasdaq.com/symbol/iphs
"Ubiquiti Networks, Inc.",1.7106200997861865,https://www.nasdaq.com/symbol/ubnt
Dynatronics Corporation,1.7094017094017186,https://www.nasdaq.com/symbol/dynt
Northeast Bancorp,1.7055144968732234,https://www.nasdaq.com/symbol/nbn
"MarketAxess Holdings, Inc.",1.7019802551815726,https://www.nasdaq.com/symbol/mktx
"Monro, Inc. ",1.7017465293327285,https://www.nasdaq.com/symbol/mnro
Amgen Inc.,1.7001315093751221,https://www.nasdaq.com/symbol/amgn
Oxford Square Capital Corp.,1.6997167138810214,https://www.nasdaq.com/symbol/oxsq
Balchem Corporation,1.6967233934467882,https://www.nasdaq.com/symbol/bcpc
"MKS Instruments, Inc.",1.6960208741030685,https://www.nasdaq.com/symbol/mksi
Summit Therapeutics plc,1.694290976058922,https://www.nasdaq.com/symbol/smmt
"IES Holdings, Inc.",1.6901408450704065,https://www.nasdaq.com/symbol/iesc
"PriceSmart, Inc.",1.6894844159627183,https://www.nasdaq.com/symbol/psmt
"Ruth&#39;s Hospitality Group, Inc.",1.686972820993437,https://www.nasdaq.com/symbol/ruth
"Coffee Holding Co., Inc.",1.6850291639663075,https://www.nasdaq.com/symbol/jva
Independent Bank Corp.,1.6848673946957808,https://www.nasdaq.com/symbol/indb
"Sabra Health Care REIT, Inc.",1.68067226890757,https://www.nasdaq.com/symbol/sbra
Lipocine Inc.,1.6806722689075646,https://www.nasdaq.com/symbol/lpcn
"Quantenna Communications, Inc.",1.679626749611206,https://www.nasdaq.com/symbol/qtna
KLA-Tencor Corporation,1.6789358129923826,https://www.nasdaq.com/symbol/klac
"Innovative Solutions and Support, Inc.",1.6781083142639208,https://www.nasdaq.com/symbol/issc
"Shutterfly, Inc.",1.676419421160845,https://www.nasdaq.com/symbol/sfly
"HD Supply Holdings, Inc.",1.6757741347905402,https://www.nasdaq.com/symbol/hds
Trustmark Corporation,1.6750418760468924,https://www.nasdaq.com/symbol/trmk
Select Income REIT,1.6736401673640309,https://www.nasdaq.com/symbol/sir
Silgan Holdings Inc.,1.673335758457611,https://www.nasdaq.com/symbol/slgn
TravelCenters of America LLC,1.6732182568655811,https://www.nasdaq.com/symbol/tannz
